0.338922 0.437104
0.339268 0.436718

0.407794 0.367973
0.448581 0.341219

0.407277 0.368391
0.406775 0.368737

0.407277 0.368391
0.407794 0.367973

0.339616 0.436073
0.372548 0.395924

0.339268 0.436718
0.339616 0.436073

0.372548 0.395924
0.373280 0.395102

0.406775 0.368737
0.373280 0.395102

0.316421 0.474280
0.338922 0.437104

0.449852 0.341420
0.448581 0.341219

0.312704 0.481288
0.313198 0.479999

0.299103 0.495669
0.312704 0.481288

0.338398 0.438362
0.339259 0.437402

0.408649 0.367642
0.448270 0.341652

0.407364 0.368680
0.406118 0.369539

0.407364 0.368680
0.408649 0.367642

0.299103 0.495669
0.292874 0.521478

0.340124 0.435797
0.372116 0.396795

0.339259 0.437402
0.340124 0.435797

0.372116 0.396795
0.373580 0.395150

0.406118 0.369539
0.373580 0.395150

0.313198 0.479999
0.338398 0.438362

0.468922 0.344108
0.466066 0.344471

0.473145 0.340607
0.468922 0.344108

0.465991 0.344466
0.448270 0.341652

0.465991 0.344466
0.466066 0.344471

0.312374 0.482755
0.313415 0.480032

0.299172 0.496713
0.312374 0.482755

0.337874 0.439620
0.339251 0.438086

0.284749 0.556474
0.284751 0.556465

0.409503 0.367311
0.447958 0.342086

0.407451 0.368969
0.405461 0.370340

0.407451 0.368969
0.409503 0.367311

0.299172 0.496713
0.284751 0.556465

0.284747 0.556478
0.284519 0.556719

0.284747 0.556478
0.284749 0.556474

0.340633 0.435521
0.371684 0.397666

0.339251 0.438086
0.340633 0.435521

0.371684 0.397666
0.373881 0.395198

0.405461 0.370340
0.373881 0.395198

0.313415 0.480032
0.337874 0.439620

0.493540 0.341354
0.465878 0.344869

0.494324 0.340704
0.493540 0.341354

0.465159 0.344817
0.447958 0.342086

0.465159 0.344817
0.465878 0.344869

0.312043 0.484221
0.313633 0.480065

0.299242 0.497757
0.312043 0.484221

0.337351 0.440878
0.339242 0.438770

0.284883 0.557647
0.285257 0.555698

0.410357 0.366981
0.447647 0.342519

0.407539 0.369257
0.404805 0.371142

0.407539 0.369257
0.410357 0.366981

0.299242 0.497757
0.285257 0.555698

0.258920 0.595038
0.269292 0.574073

0.269292 0.574073
0.269524 0.574124

0.284466 0.558354
0.269524 0.574124

0.284466 0.558354
0.284883 0.557647

0.495195 0.341350
0.494633 0.341551

0.495195 0.341350
0.516829 0.340423

0.516829 0.340423
0.525378 0.334421

0.341142 0.435244
0.371252 0.398537

0.339242 0.438770
0.341142 0.435244

0.371252 0.398537
0.374181 0.395247

0.404805 0.371142
0.374181 0.395247

0.313633 0.480065
0.337351 0.440878

0.493886 0.341684
0.465690 0.345267

0.464326 0.345168
0.447647 0.342519

0.494633 0.341551
0.493886 0.341684

0.464326 0.345168
0.465690 0.345267

0.255713 0.602537
0.255478 0.602386

0.311712 0.485688
0.313850 0.480099

0.299311 0.498801
0.311712 0.485688

0.336827 0.442136
0.339234 0.439454

0.285017 0.558820
0.285764 0.554931

0.411211 0.366650
0.447336 0.342953

0.407626 0.369546
0.404148 0.371944

0.407626 0.369546
0.411211 0.366650

0.299311 0.498801
0.285764 0.554931

0.255478 0.602386
0.245124 0.600230

0.255974 0.601985
0.269136 0.575381

0.269136 0.575381
0.269710 0.575507

0.255713 0.602537
0.255974 0.601985

0.284185 0.560230
0.269710 0.575507

0.284185 0.560230
0.285017 0.558820

0.237632 0.620086
0.245124 0.600230

0.495512 0.341506
0.494354 0.341920

0.526739 0.340303
0.526631 0.340172

0.526631 0.340172
0.495512 0.341506

0.526739 0.340303
0.527294 0.340194

0.552451 0.332770
0.542592 0.338731

0.527294 0.340194
0.542592 0.338731

0.341651 0.434968
0.370819 0.399408

0.339234 0.439454
0.341651 0.434968

0.370819 0.399408
0.374481 0.395295

0.404148 0.371944
0.374481 0.395295

0.313850 0.480099
0.336827 0.442136

0.492817 0.342194
0.465502 0.345666

0.463494 0.345518
0.447336 0.342953

0.494354 0.341920
0.492817 0.342194

0.463494 0.345518
0.465502 0.345666

0.232594 0.634503
0.232711 0.634164

0.255654 0.603682
0.255123 0.603340

0.311382 0.487155
0.314068 0.480132

0.299380 0.499844
0.311382 0.487155

0.336304 0.443394
0.339225 0.440138

0.285150 0.559993
0.286270 0.554164

0.412065 0.366319
0.447025 0.343387

0.407713 0.369835
0.403491 0.372745

